"id_ordpmt_cl,""timreaordvir"",""id_clihrs"",""id_ficref_pain001"",""indcta"",""nbrtrnlot"",""mntlot"",""codpcppmt"",""libtypvir"",""libtypsrv"",""libnomdbt"",""numprsorgdbt"",""numprsphydbt"",""cod_paydbt"",""cod_clectldbt"",""cod_inc_dbt"",""codbicisodbt"",""libnomdbtpcp"",""numprsorgdbtpcp"",""numprsphydbtpcp"",""nbrtrndtl_psr2"",""mntlotdtn_psr2"",""timrcpfic_psr2_ech"",""timcre_psr2"",""libnomfic_psr2_caps_ech"",""timrcpfic_psr2_vue"",""id_ordpmt_caps"",""libnomfic_psr2_caps_vue"",""codetagrpord_psr2"",""timreaeft"",""libmsgide_psr2"",""codetagrppmt_psr1"",""indordech_psr2"",""timcre_psr3"",""nbrtrnrej_cl"",""libnomfic_cam054_rej"",""nbrtrndbtcnf"",""mnttottrnrejcnf"",""nbrtrnrejcnf"",""timrcp_cr_srv"",""libnomfic_psr3"",""libmsgide_psr3"",""mnttottrndbtcnf"",""libnomfic_cr_caps_srv"",""nbrtrndbt_cl"",""datrgmord"",""codetaord_cr"",""indcta_bb"",""mnttottrnrej_cl"",""libmsgide_cam054_acc"",""mnttottrndbt_cl"",""libmsgide_cam054_rej"",""libnomfic_cam054_acc"",""libmsgide_cr"",""timctaord"",""timcre_cr"",""timcre_cam054_acc"",""timcre_cam054_rej"",""nbrtrndtn_psr2_rjct"",""mntlotdtn_psr2_accp"",""nbrtrndtn_psr2_accp"",""mntlotdtn_psr2_rjct"",""libnomfic_zos_rej"",""nbrtrndtn_psr1_rjct"",""mntentrcrt_cr"",""libinfplu_lot_psr2"",""timcre_zos_acc"",""mntenttyp_00000004"",""mntentrdbt_cr"",""mntenttyp_00000001"",""nbrtrndtn_psr1_accp"",""mntlotdtn_psr1_accp"",""timcre_zos_rej"",""mntlotdtn_psr1_rjct"",""nbrentrdbt_cr"",""libnomfic_zos_acc"",""mntenttyp_00000002"",""nbrtrndtl_psr1"",""nbrentrcrt_cr"",""mntlotdtn_psr1"",""libinfplu_lot_psr1"",""mntenttyp_00000003"""
"REM000000101024,""2024-06-27 00:00:00"",""2401081251"",P01_0000000000000000000100717,,11,100057.00,HIGH,INST,"""",CONDAT SAS,102534,,FR,""15"",""30002002600000000013S10"",CRLYFRPPXXX,"""",,,11,100057.00,,""2024-06-27 16:33:22"",,""2024-06-27 16:34:15.83109"",""1114f12a301a40f19b2ed14f5907f6c8"",HIN01PS2_20240627_16341500.xml,PART,""2024-06-27 00:00:00"",PR21114f12a301a40f19b2ed14f5907f6c8,ACTC,,""2024-06-27 16:38:10"",2,CAMT54_RJIP_20240627_16381100.xml,0,1.00,1,""2024-06-27 16:34:26.004717"",PSR3_LCL_20240627_16381000.xml,PR31114f12a301a40f19b2ed14f5907f6c8,0.00,HIN01CRD_20240627_16342500.xml,8,""2024-06-27"",CROB,true,100008.00,EIP1114f12a301a40f19b2ed14f5907f6c8,48.00,RIP1114f12a301a40f19b2ed14f5907f6c8,CAMT54_RIPE_20240627_16381100.xml,CR1114f12a301a40f19b2ed14f5907f6c8,""2024-06-27 16:33:22"",""2024-06-27 16:33:30"",""2024-06-27 16:38:11"",""2024-06-27 16:38:11"",2,49.00,9,100008.00,,0,100009.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|DATE 2024-06-27T16:33:22|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE 1114f12a301a40f19b2ed14f5907f6c8,""2024-06-27 16:36:22.783279"",1.00,48.00,48.00,11,100057.00,,0.00,8,TKECRBOB_REM000000101024_20240627_16362278.txt,0.00,11,3,100057.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE 1114f12a301a40f19b2ed14f5907f6c8,100008.00"
"REM000000101071,""2024-06-28 00:00:00"",""2401081251"",P01_0000000000000000000100761,,11,100057.00,HIGH,INST,"""",CONDAT SAS,102579,,FR,""15"",""30002002600000000013S10"",CRLYFRPPXXX,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"REM000000101026,""2024-06-28 00:00:00"",""2401081251"",P01_0000000000000000000100719,,11,100057.00,HIGH,INST,"""",CONDAT SAS,102536,,FR,""15"",""30002002600000000013S10"",CRLYFRPPXXX,"""",,,11,100057.00,,""2024-06-28 09:08:10"",,""2024-06-28 09:10:12.678898"",a36424724e5b4200b71ee43ebfef579c,HIN01PS2_20240628_09101100.xml,PART,""2024-06-28 00:00:00"",PR2a36424724e5b4200b71ee43ebfef579c,ACTC,,""2024-06-28 09:14:10"",2,CAMT54_RJIP_20240628_09141100.xml,0,1.00,1,""2024-06-28 09:10:19.170739"",PSR3_LCL_20240628_09141000.xml,PR3a36424724e5b4200b71ee43ebfef579c,0.00,HIN01CRD_20240628_09101600.xml,8,""2024-06-28"",CROB,true,100008.00,EIPa36424724e5b4200b71ee43ebfef579c,48.00,RIPa36424724e5b4200b71ee43ebfef579c,CAMT54_RIPE_20240628_09141100.xml,CRa36424724e5b4200b71ee43ebfef579c,""2024-06-28 09:08:10"",""2024-06-28 09:08:20"",""2024-06-28 09:14:11"",""2024-06-28 09:14:11"",2,49.00,9,100008.00,,0,100009.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|DATE 2024-06-28T09:08:10|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE a36424724e5b4200b71ee43ebfef579c,""2024-06-28 09:12:14.194615"",1.00,48.00,48.00,11,100057.00,,0.00,8,TKECRBOB_REM000000101026_20240628_09121419.txt,0.00,11,3,100057.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE a36424724e5b4200b71ee43ebfef579c,100008.00"
"REM000000101031,""2024-07-01 00:00:00"",""1004077827"",P01_0000000000000000000100723,false,10,104136.00,"""","""","""",""7 - AGTUBES"",102540,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,"""",,,,,,,,,fdc9b65963cc4b38875bfdb63a058000,,,,,RJCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0,0.00,,104036.91,,,,10,,104136.00,ACCT FR8230002002600000000015U41|NAME 7 - AGTUBES|NARR DATE INITIALE 2024-07-01|NARR REF BANQUE REMISE fdc9b65963cc4b38875bfdb63a058000,"
"REM000000101153,""2024-07-08 00:00:00"",""1004077827"",P01_0000000000000000000100845,,1,21.00,HIGH,INST,CtgyPurp Niveau Ordre,CONDAT SAS,102691,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"REM000000101066,""2024-07-01 00:00:00"",""1004077827"",P01_0000000000000000000100758,false,10,104136.00,"""","""","""",""7 - AGTUBES"",102575,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,"""",,,10,104136.00,,""2024-07-01 16:42:23"",,""2024-07-01 16:44:35.718706"",c28a5a7900b04544be3a0310218025fd,HIN01PS2_20240701_16443500.xml,PART,""2024-07-01 00:00:00"",PR2c28a5a7900b04544be3a0310218025fd,ACTC,,""2024-07-01 16:50:11"",5,CAMT54_RJIP_20240701_16501200.xml,0,102560.21,5,""2024-07-01 16:44:45.782194"",PSR3_LCL_20240701_16501100.xml,PR3c28a5a7900b04544be3a0310218025fd,0.00,HIN01CRD_20240701_16444500.xml,0,,CROB,false,1575.79,EIPc28a5a7900b04544be3a0310218025fd,0.00,RIPc28a5a7900b04544be3a0310218025fd,CAMT54_RIPE_20240701_16501200.xml,CRc28a5a7900b04544be3a0310218025fd,""2024-07-01 16:42:23"",""2024-07-01 16:43:00"",""2024-07-01 16:50:12"",""2024-07-01 16:50:12"",4,2974.74,6,101161.26,,0,104136.00,ACCT FR8230002002600000000015U41|NAME 7 - AGTUBES|DATE 2024-07-01T16:42:23|NARR DATE INITIALE 2024-07-01|NARR REF BANQUE REMISE c28a5a7900b04544be3a0310218025fd,""2024-07-01 16:48:16.191194"",2974.74,0.00,0.00,10,104136.00,,0.00,0,TKECRBOB_REM000000101066_20240701_16481619.txt,0.00,10,10,104136.00,ACCT FR8230002002600000000015U41|NAME 7 - AGTUBES|NARR DATE INITIALE 2024-07-01|NARR REF BANQUE REMISE c28a5a7900b04544be3a0310218025fd,101161.26"
"REM000000101029,""2024-07-01 00:00:00"",""1004077827"",P01_0000000000000000000100721,true,1,1.00,"""","""","""",CONDAT SAS,102538,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,"""",,,1,1.00,,""2024-07-01 11:52:33"",,""2024-07-01 11:54:11.952725"",f4c9bb205dd644f68390344613008b17,HIN01PS2_20240701_11541100.xml,ACCP,""2024-07-01 00:00:00"",PR2f4c9bb205dd644f68390344613008b17,ACTC,,""2024-07-01 11:58:11"",0,CAMT54_RJIP_20240701_11581100.xml,0,0.00,0,""2024-07-01 11:54:20.89484"",PSR3_LCL_20240701_11581100.xml,PR3f4c9bb205dd644f68390344613008b17,0.00,HIN01CRD_20240701_11542000.xml,1,""2024-07-01"",CROB,true,0.00,EIPf4c9bb205dd644f68390344613008b17,1.00,RIPf4c9bb205dd644f68390344613008b17,CAMT54_RIPE_20240701_11581100.xml,CRf4c9bb205dd644f68390344613008b17,""2024-07-01 11:52:33"",""2024-07-01 11:52:40"",""2024-07-01 11:58:11"",""2024-07-01 11:58:11"",0,1.00,1,0.00,,0,0.00,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|DATE 2024-07-01T11:52:33|NARR DATE INITIALE 2024-07-01|NARR REF BANQUE REMISE f4c9bb205dd644f68390344613008b17,""2024-07-01 11:56:23.408262"",0.00,1.00,1.00,1,1.00,,0.00,1,TKECRBOB_REM000000101029_20240701_11562340.txt,0.00,1,0,1.00,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|NARR DATE INITIALE 2024-07-01|NARR REF BANQUE REMISE f4c9bb205dd644f68390344613008b17,0.00"
"REM000000101030,""2024-07-01 00:00:00"",CAS024b,P01_0000000000000000000100722,true,4,101161.26,"""","""","""",""8 - KINDER"",102539,,FR,""29"",""30002002600000000025W26"",CRLYFRPPXXX,"""",,,,,,,,,""4e7a2bb6199947e8adef1db73c48daa8"",,,,,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,101161.26,,0.00,,,,4,,101161.26,ACCT FR2930002002600000000025W26|NAME 8 - KINDER|NARR DATE INITIALE 2024-07-01|NARR REF BANQUE REMISE 4e7a2bb6199947e8adef1db73c48daa8,"
"REM000000101104,""2024-07-02 00:00:00"",""1004077827"",P01_0000000000000000000100795,,1,21.00,HIGH,INST,Prtry CtgyPurp Niveau Ordre,CONDAT SAS,102613,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,"""",,,1,21.00,,""2024-07-02 16:07:37"",,""2024-07-02 16:08:16.010466"",""9781ed1078c74caea7564d7b56f07520"",HIN01PS2_20240702_16081500.xml,ACCP,""2024-07-02 00:00:00"",PR29781ed1078c74caea7564d7b56f07520,ACTC,,""2024-07-02 16:14:10"",0,CAMT54_RJIP_20240702_16141100.xml,0,0.00,0,""2024-07-02 16:08:20.770366"",PSR3_LCL_20240702_16141000.xml,PR39781ed1078c74caea7564d7b56f07520,0.00,HIN01CRD_20240702_16082000.xml,1,""2024-07-02"",CROB,true,0.00,EIP9781ed1078c74caea7564d7b56f07520,21.00,RIP9781ed1078c74caea7564d7b56f07520,CAMT54_RIPE_20240702_16141000.xml,CR9781ed1078c74caea7564d7b56f07520,""2024-07-02 16:07:37"",""2024-07-02 16:07:45"",""2024-07-02 16:14:10"",""2024-07-02 16:14:11"",0,21.00,1,0.00,,0,0.00,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|DATE 2024-07-02T16:07:37|NARR DATE INITIALE 2024-07-02|NARR REF BANQUE REMISE 9781ed1078c74caea7564d7b56f07520,""2024-07-02 16:12:12.572417"",0.00,21.00,21.00,1,21.00,,0.00,1,TKECRBOB_REM000000101104_20240702_16121257.txt,0.00,1,0,21.00,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|NARR DATE INITIALE 2024-07-02|NARR REF BANQUE REMISE 9781ed1078c74caea7564d7b56f07520,0.00"
"REM000000101154,""2024-07-08 00:00:00"",""2201183"",P01_0000000000000000000100846,true,2,8.48,HIGH,INST,CORT,KKKKK,102692,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,KKKKK,102693,,,,,,,,""5e2ffb682d53428d881242a185eb32b8"",,,,,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,8.48,,0.00,,,,2,,8.48,ACCT FR8230002002600000000015U41|NAME KKKKK|NARR DATE INITIALE 2024-07-08|NARR REF BANQUE REMISE 5e2ffb682d53428d881242a185eb32b8,"
"REM000000101065,""2024-07-01 00:00:00"",CAS024b,P01_0000000000000000000100757,true,4,101161.26,"""","""","""",""8 - KINDER"",102574,,FR,""29"",""30002002600000000025W26"",CRLYFRPPXXX,"""",,,4,101161.26,,""2024-07-01 16:42:23"",,""2024-07-01 16:44:30.832167"",f8757447b43e463fb2a73bb54d2a9ed1,HIN01PS2_20240701_16443000.xml,RJCT,""2024-07-01 00:00:00"",PR2f8757447b43e463fb2a73bb54d2a9ed1,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00,0,101161.26,,0,,ACCT FR2930002002600000000025W26|NAME 8 - KINDER|DATE 2024-07-01T16:42:23|NARR DATE INITIALE 2024-07-01|NARR REF BANQUE REMISE f8757447b43e463fb2a73bb54d2a9ed1,,,,,4,101161.26,,0.00,,,,4,,101161.26,ACCT FR2930002002600000000025W26|NAME 8 - KINDER|NARR DATE INITIALE 2024-07-01|NARR REF BANQUE REMISE f8757447b43e463fb2a73bb54d2a9ed1,"
"REM000000101230,""2024-07-24 00:00:00"",PmtInf_PmtInfId du GrpHdr,P01_0000000000000000000100914,false,3,8.16,"""","""","""",R7 - Recall sur IPF,102873,,FR,""29"",""30002002600000000025W26"",CRLYFRPPXXX,"""",,,,,,,,,""454eb4725fdb4c3ca29f6abecceb261b"",,,,,RJCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0,0.00,,8.18,,,,3,,8.16,ACCT FR2930002002600000000025W26|NAME R7 - Recall sur IPF|NARR DATE INITIALE 2024-07-24|NARR REF BANQUE REMISE 454eb4725fdb4c3ca29f6abecceb261b,"
"REM000000101213,""2024-07-16 00:00:00"",""1004077827"",P01_0000000000000000000100897,true,1,0.01,"""","""","""",CONDAT SAS,102806,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,Test nom A1 ord,102807,,1,0.01,,""2024-07-16 10:52:43"",,""2024-07-16 10:54:15.916275"",""96fd56f1029c4d21ae7c73bf934b0299"",HIN01PS2_20240716_10541500.xml,ACCP,""2024-07-16 00:00:00"",PR296fd56f1029c4d21ae7c73bf934b0299,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,1,0.00,,0,,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|DATE 2024-07-16T10:52:43|NARR DATE INITIALE 2024-07-16|NARR REF BANQUE REMISE 96fd56f1029c4d21ae7c73bf934b0299,,,,,1,0.01,,0.00,,,,1,,0.01,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|NARR DATE INITIALE 2024-07-16|NARR REF BANQUE REMISE 96fd56f1029c4d21ae7c73bf934b0299,"
"REM000000101211,""2024-07-12 00:00:00"",""1004077827"",P01_0000000000000000000100896,false,5,145.00,"""","""","""",CONDAT SAS,102805,,FR,""82"",""30002002600000000025W26"",CRLYFRPPXXX,"""",,,5,145.00,,""2024-07-12 17:37:30"",,""2024-07-12 17:38:16.279137"",""6d3efad054ec4a1390dee7ef9a2b43cf"",HIN01PS2_20240712_17381600.xml,RJCT,""2024-07-12 00:00:00"",PR26d3efad054ec4a1390dee7ef9a2b43cf,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00,0,145.00,,0,,ACCT FR8230002002600000000025W26|NAME CONDAT SAS|DATE 2024-07-12T17:37:30|NARR DATE INITIALE 2024-07-12|NARR REF BANQUE REMISE 6d3efad054ec4a1390dee7ef9a2b43cf,,,,,5,145.00,,0.00,,,,5,,145.00,ACCT FR8230002002600000000025W26|NAME CONDAT SAS|NARR DATE INITIALE 2024-07-12|NARR REF BANQUE REMISE 6d3efad054ec4a1390dee7ef9a2b43cf,"
"REM000000101110,""2024-07-03 00:00:00"",""1004077827"",P01_0000000000000000000100802,true,1,1.00,"""","""","""",CONDAT SAS,102623,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,"""",102624,,1,1.00,,""2024-07-04 11:26:01"",,""2024-07-04 11:42:38.552544"",""70e4ccd482454b27bf3ec96502257291"",HIN01PS2_20240704_11423700.xml,ACCP,""2024-07-04 00:00:00"",PR270e4ccd482454b27bf3ec96502257291,ACTC,,""2024-07-08 14:21:33"",1,CAMT54_RJIP_20240708_14213400.xml,0,0.00,0,""2024-07-04 13:52:16.996992"",PSR3_LCL_20240708_14213300.xml,PR370e4ccd482454b27bf3ec96502257291,0.00,HIN01CRD_20240704_13521600.xml,0,,CROB,true,1.00,EIP70e4ccd482454b27bf3ec96502257291,0.00,RIP70e4ccd482454b27bf3ec96502257291,CAMT54_RIPE_20240708_14213400.xml,CR70e4ccd482454b27bf3ec96502257291,""2024-07-04 11:26:01"",""2024-07-04 13:50:10"",""2024-07-08 14:21:34"",""2024-07-08 14:21:34"",0,1.00,1,0.00,,0,1.00,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|DATE 2024-07-04T11:26:01|NARR DATE INITIALE 2024-07-03|NARR REF BANQUE REMISE 70e4ccd482454b27bf3ec96502257291,""2024-07-04 13:56:12.930838"",1.00,0.00,0.00,1,1.00,,0.00,0,TKECRBOB_REM000000101110_20240704_13561293.txt,0.00,1,1,1.00,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|NARR DATE INITIALE 2024-07-03|NARR REF BANQUE REMISE 70e4ccd482454b27bf3ec96502257291,0.00"
"REM000000101231,""2024-07-24 00:00:00"",""1004077827"",P01_0000000000000000000100916,true,1,1.00,"""","""","""",COND'AT SAS,102874,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,"""",,,,,,,,,f1e44bbe9b9b461b98c1342aeaf309c6,,,,,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,1.00,,0.00,,,,1,,1.00,ACCT FR8230002002600000000015U41|NAME COND'AT SAS|NARR DATE INITIALE 2024-07-24|NARR REF BANQUE REMISE f1e44bbe9b9b461b98c1342aeaf309c6,"
"REM000000101155,""2024-07-08 00:00:00"",""2201183"",P01_0000000000000000000100847,true,2,8.48,HIGH,INST,CORT,KKKKK,102696,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,KKKKK,102697,,2,8.48,,""2024-07-09 13:33:36"",,""2024-07-09 13:34:21.146627"",f759262a07ed45a7abd563c2520a071c,HIN01PS2_20240709_13342100.xml,ACCP,""2024-07-09 00:00:00"",PR2f759262a07ed45a7abd563c2520a071c,ACTC,,""2024-07-09 13:38:10"",0,CAMT54_RJIP_20240709_13381100.xml,0,4.34,1,""2024-07-09 13:34:21.527076"",PSR3_LCL_20240709_13381000.xml,PR3f759262a07ed45a7abd563c2520a071c,0.00,HIN01CRD_20240709_13342100.xml,1,""2024-07-09"",CROB,true,0.00,EIPf759262a07ed45a7abd563c2520a071c,4.14,RIPf759262a07ed45a7abd563c2520a071c,CAMT54_RIPE_20240709_13381000.xml,CRf759262a07ed45a7abd563c2520a071c,""2024-07-09 13:33:36"",""2024-07-09 13:33:50"",""2024-07-09 13:38:10"",""2024-07-09 13:38:11"",0,8.48,2,0.00,,0,4.34,ACCT FR8230002002600000000015U41|NAME KKKKK|DATE 2024-07-09T13:33:36|NARR DATE INITIALE 2024-07-08|NARR REF BANQUE REMISE f759262a07ed45a7abd563c2520a071c,""2024-07-09 13:36:20.047901"",4.34,4.14,4.14,2,8.48,,0.00,1,TKECRBOB_REM000000101155_20240709_13362004.txt,0.00,2,1,8.48,ACCT FR8230002002600000000015U41|NAME KKKKK|NARR DATE INITIALE 2024-07-08|NARR REF BANQUE REMISE f759262a07ed45a7abd563c2520a071c,0.00"
"REM000000101129,""2024-07-03 00:00:00"",""1004077827"",P01_0000000000000000000100821,true,1,1.00,"""","""","""",CONDAT SAS,102656,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,Test nom F2 ord,,103931,1,1.00,,""2024-07-04 11:19:11"",,""2024-07-04 11:21:36.740323"",""8577328dde8044bda1eb9fc1d46d7b30"",HIN01PS2_20240704_11213600.xml,ACCP,""2024-07-04 00:00:00"",PR28577328dde8044bda1eb9fc1d46d7b30,ACTC,,""2024-07-08 15:30:33"",0,CAMT54_RJIP_20240708_15303300.xml,0,0.00,0,""2024-07-04 11:22:33.27843"",PSR3_LCL_20240708_15303300.xml,PR38577328dde8044bda1eb9fc1d46d7b30,0.00,HIN01CRD_20240704_11222100.xml,1,""2024-07-04"",CROB,true,0.00,EIP8577328dde8044bda1eb9fc1d46d7b30,1.00,RIP8577328dde8044bda1eb9fc1d46d7b30,CAMT54_RIPE_20240708_15303300.xml,CR8577328dde8044bda1eb9fc1d46d7b30,""2024-07-04 11:19:11"",""2024-07-04 11:19:20"",""2024-07-08 15:30:33"",""2024-07-08 15:30:33"",0,1.00,1,0.00,,0,0.00,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|DATE 2024-07-04T11:19:11|NARR DATE INITIALE 2024-07-03|NARR REF BANQUE REMISE 8577328dde8044bda1eb9fc1d46d7b30,""2024-07-04 11:29:09.260383"",0.00,1.00,1.00,1,1.00,,0.00,1,TKECRBOB_REM000000101129_20240704_11290926.txt,0.00,1,0,1.00,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|NARR DATE INITIALE 2024-07-03|NARR REF BANQUE REMISE 8577328dde8044bda1eb9fc1d46d7b30,0.00"
"REM000000101105,""2024-07-02 00:00:00"",""1004077827"",P01_0000000000000000000100797,,1,21.00,HIGH,INST,Prtry CtgyPurp Niveau Ordre,CONDAT SAS,102614,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,"""",,,1,21.00,,""2024-07-02 16:57:39"",,""2024-07-02 16:58:15.931326"",b4ee118145e04cc6a7d26de3bd07eed6,HIN01PS2_20240702_16581500.xml,ACCP,""2024-07-02 00:00:00"",PR2b4ee118145e04cc6a7d26de3bd07eed6,ACTC,,""2024-07-02 17:02:13"",0,CAMT54_RJIP_20240702_17021300.xml,0,0.00,0,""2024-07-02 16:58:20.921059"",PSR3_LCL_20240702_17021300.xml,PR3b4ee118145e04cc6a7d26de3bd07eed6,0.00,HIN01CRD_20240702_16582000.xml,1,""2024-07-02"",CROB,true,0.00,EIPb4ee118145e04cc6a7d26de3bd07eed6,21.00,RIPb4ee118145e04cc6a7d26de3bd07eed6,CAMT54_RIPE_20240702_17021300.xml,CRb4ee118145e04cc6a7d26de3bd07eed6,""2024-07-02 16:57:39"",""2024-07-02 16:57:50"",""2024-07-02 17:02:13"",""2024-07-02 17:02:13"",0,21.00,1,0.00,,0,0.00,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|DATE 2024-07-02T16:57:39|NARR DATE INITIALE 2024-07-02|NARR REF BANQUE REMISE b4ee118145e04cc6a7d26de3bd07eed6,""2024-07-02 17:00:23.481085"",0.00,21.00,21.00,1,21.00,,0.00,1,TKECRBOB_REM000000101105_20240702_17002348.txt,0.00,1,0,21.00,ACCT FR8230002002600000000015U41|NAME CONDAT SAS|NARR DATE INITIALE 2024-07-02|NARR REF BANQUE REMISE b4ee118145e04cc6a7d26de3bd07eed6,0.00"
"REM000000101106,""2024-07-02 00:00:00"",""1004077827"",P01_0000000000000000000100798,,1,21.00,HIGH,INST,Cd CtgyPurp Niveau Ordre,CONDAT SAS,102615,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"REM000000101165,""2024-07-11 00:00:00"",""2201183"",P01_0000000000000000000100853,true,1,1.00,HIGH,INST,CORT,KKKKK,102735,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,KKKKK,102736,,1,1.00,,""2024-07-11 11:02:31"",,""2024-07-11 11:04:41.942218"",""38178f2d11dc4e7386e5467f5f20f517"",HIN01PS2_20240711_11044100.xml,ACCP,""2024-07-11 00:00:00"",PR238178f2d11dc4e7386e5467f5f20f517,ACTC,,""2024-07-11 11:10:09"",0,CAMT54_RJIP_20240711_11101000.xml,0,1.00,1,""2024-07-11 11:04:51.72506"",PSR3_LCL_20240711_11100900.xml,PR338178f2d11dc4e7386e5467f5f20f517,0.00,HIN01CRD_20240711_11045100.xml,0,,CROB,true,0.00,EIP38178f2d11dc4e7386e5467f5f20f517,0.00,RIP38178f2d11dc4e7386e5467f5f20f517,CAMT54_RIPE_20240711_11101000.xml,CR38178f2d11dc4e7386e5467f5f20f517,""2024-07-11 11:02:31"",""2024-07-11 11:02:35"",""2024-07-11 11:10:10"",""2024-07-11 11:10:10"",0,1.00,1,0.00,,0,1.00,ACCT FR8230002002600000000015U41|NAME KKKKK|DATE 2024-07-11T11:02:31|NARR DATE INITIALE 2024-07-11|NARR REF BANQUE REMISE 38178f2d11dc4e7386e5467f5f20f517,""2024-07-11 11:08:15.029171"",1.00,0.00,0.00,1,1.00,,0.00,0,TKECRBOB_REM000000101165_20240711_11081502.txt,0.00,1,1,1.00,ACCT FR8230002002600000000015U41|NAME KKKKK|NARR DATE INITIALE 2024-07-11|NARR REF BANQUE REMISE 38178f2d11dc4e7386e5467f5f20f517,0.00"
"REM000000101212,""2024-07-12 00:00:00"",""1004077827"",P01_0000000000000000000100896,true,5,120.00,"""","""","""",CONDAT SAS,102804,,FR,""82"",""30002002600000000025W26"",CRLYFRPPXXX,"""",,,5,120.00,,""2024-07-12 17:37:30"",,""2024-07-12 17:38:21.611152"",""132c61ca6cd7461db896035ebfbfe2b2"",HIN01PS2_20240712_17382100.xml,RJCT,""2024-07-12 00:00:00"",PR2132c61ca6cd7461db896035ebfbfe2b2,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00,0,120.00,,0,,ACCT FR8230002002600000000025W26|NAME CONDAT SAS|DATE 2024-07-12T17:37:30|NARR DATE INITIALE 2024-07-12|NARR REF BANQUE REMISE 132c61ca6cd7461db896035ebfbfe2b2,,,,,5,120.00,,0.00,,,,5,,120.00,ACCT FR8230002002600000000025W26|NAME CONDAT SAS|NARR DATE INITIALE 2024-07-12|NARR REF BANQUE REMISE 132c61ca6cd7461db896035ebfbfe2b2,"
